,Venue,Latitude,Longitude,Group,Category
481,Platform 4,51.490393611113895,-0.21412687962453694,Transport,Trains_Platforms
482,Platform 3,51.49036712872068,-0.21405093649793866,Transport,Trains_Platforms
486,Platform 2,51.49210671328607,-0.22315563921882042,Transport,Trains_Platforms
489,Platform 2 (W'bound Piccadilly),51.49030857515502,-0.21391598720922606,Transport,Trains_Platforms
490,Platform 3,51.497873726874346,-0.20989260043684266,Transport,Trains_Platforms
491,Platform 2,51.49782686935594,-0.2100894593058557,Transport,Trains_Platforms
492,Platform 5,51.52399149026834,-0.163421630859375,Transport,Trains_Platforms
493,Platform 2,51.523375581242846,-0.1632017192146898,Transport,Trains_Platforms
494,Platform 3,51.52361917762988,-0.1631933534019947,Transport,Trains_Platforms
495,Platform 1,51.52236167867622,-0.16282034651407495,Transport,Trains_Platforms
497,Platform 7 (S'bound Jubilee),51.522960828901226,-0.15720387305906297,Transport,Trains_Platforms
498,Platform 1 (W'bound Central),51.51429869809002,-0.14900308102369308,Transport,Trains_Platforms
499,Platform 4 (S'bound Victoria),51.506739141893,-0.14276325702667236,Transport,Trains_Platforms
500,"Platform 6 (W'bound Circle, H&C)",51.522681,-0.156911,Transport,Trains_Platforms
502,"Platform 1 (W'bound Circle, District)",51.496326,-0.14432363,Transport,Trains_Platforms
504,Platform 1 Westbound,51.52557456721569,-0.13578037533866183,Transport,Trains_Platforms
506,Platform 4 (S'bound Bakerloo),51.51651449453611,-0.17578125,Transport,Trains_Platforms
507,Platform 3 (N'bound Victoria),51.49596,-0.14386766,Transport,Trains_Platforms
509,Platform 4 (S'bound Victoria),51.524669141661185,-0.13789103143248851,Transport,Trains_Platforms
511,"Platform 5 (E'bound Circle, H&C)",51.522685,-0.15681,Transport,Trains_Platforms
513,Platform 8 (S'bound Bakerloo),51.522822,-0.157166,Transport,Trains_Platforms
514,London Victoria Railway Station Platform 12,51.495065,-0.144697,Transport,Trains_Platforms
515,Platform 6,51.529197958599084,-0.13430356979370117,Transport,Trains_Platforms
516,Platform 4,51.49498457510481,-0.1444530487060547,Transport,Trains_Platforms
517,Platform 13,51.52905779225023,-0.1351994276046753,Transport,Trains_Platforms
518,Platform 5,51.49500821180015,-0.14380900679296685,Transport,Trains_Platforms
519,Platform 15,51.52905779225023,-0.13546228408813477,Transport,Trains_Platforms
520,Platform 9,51.49519777479497,-0.14462607701081423,Transport,Trains_Platforms
521,Platform 11,51.52879837467997,-0.1343288068584565,Transport,Trains_Platforms
522,Platform 7,51.52904601841354,-0.13435373115240087,Transport,Trains_Platforms
523,Platform 14,51.49506090822672,-0.1448764781237532,Transport,Trains_Platforms
524,Platform 1,51.49402344354498,-0.1441403863432258,Transport,Trains_Platforms
